review_id,platform,type,tokenized_text
IMDB_0011,imdb,film,while say first off movie production ever made ever equal novel especially magnitude movie well done read many reviews going either way must say enjoyed film much many quick criticize mac performance saying didn good job thought fine believe colin keira knightley absolutely incredible film far say breakout performance donald sutherland amazing can expected him judi like always incredible role lady catherine complete avid fan book may may like only complaint fact short again quite hard make page novel two hour movie easily phenomenal display acting entire cast score perfect warning though movie concentrates love story austen satire society
IMDB_0012,imdb,film,years waited pride prejudice perfectly captured wit intelligence passion romance jane austen classic mini fabulous watched many times always frustrated while got much dialogue detail right somehow fell flat some subtle dynamics novel finally movie adaption captured before missing true took license regarding some verbiage detail novel ultimately completely captured characters transformations strengths vulnerabilities passions simply cannot definitive work pride prejudice two hours film doesn try does attempt capture story characters does beautifully well acted well directed connects book connected while rush skimp scenes characters
IMDB_0013,imdb,film,absolutely enjoyed movie point near feel like need see good period drama movie found cinematography romantic yet realistic performances keira matthew where beautiful full attraction tension due movie now turned hopeless romantic period drama fanatic liked movie invested watching other period dramas highly recommend anne series persuasion sense sensibility outlander series
IMDB_0014,imdb,film,quintessentially english film utterly charming traditional interpretation jane austen novel manages entertain amuse even move first time director joe wright worked television playwright deborah moggach script wonderful collection mainly british actors delight versatile camera work luscious countryside grand settings period costumes atmospheric music evidence work much love lavished heart triumph delightful year old keira knightley assured sharp elizabeth bennett second five daughters looking married off anxious mother knightley rise thespian firmament meteoric best performance date role perfectly cast matthew macfadyen suitably brooding gauche darcy cast list enlivened splendid british character actors including brenda blethyn lizzie irascible mother tom hollander diminutive cleric seeking wife judi dench formidable lady catherine plus canadian donald sutherland lizzie wise father georgian world social conventions present veritable minefield indiscretions misunderstandings formal dance can intricate occasion international diplomacy pride prejudice only two obstacles overcome before inevitably true love brings lizzie dark knight nose nose don even see kiss passionate stuff indeed
IMDB_0015,imdb,film,felt distracted realism film jane austen gone detail farm chickens hogs etc portrayed film jane austen world gentle bennets despite pretensions middle class television series got right film new film deviated too far book author intent dealing manners aspiring middle class early nineteenth century although costumes appeared authentic makeup too heavy eyebrows women too sculptured men beard too unshaven characteristic good feature variety clothing styles form current early outdated judi dench donald sutherland remember david maclean saying film zhivago forgot hairstyles here forgot makeup
IMDB_0016,imdb,film,complaints some reviews here mystifying except those obvious pretentions elitism chemistry between leads unparalleled other iterations magic brilliant unlike olivier macfayden skill subtlety reserve modern version far superior version depicting nuance romance complexity instead oddly idealized previous versions simplistic flat caracitures stunningly perfect performances directing writing
IMDB_0017,imdb,film,really nothing negative say film actors perfectly cast direction subtle well realized even shade cinematic expected needed moment early film elizabeth darcy arguing while dancing look each other everyone else room disappears emotional cinematic brilliant soft little touches like throughout film make work far better some dry bbc version any jane austen book yes yes male
IMDB_0018,imdb,film,keira knightley brings magic screen first frame film reads book slowly walks back brick home bennet family while ducks waddle clothes flap wind thus setting romantic location beautiful english country side magnificence great english homes create visual background pride prejudice development characters follow cast really superb brenda blethyn donald sutherland performances cast true essence bennet mother father provide strong contrast aristocracy represented always strong performance judy dench matthew macfadyen wonderful darcy scenes lovely keira knightly build build development romance scene between them rain under colonnade truly remember cherish pride prejudice stay forever romance tale lovely bennet handsome darcy timeless setting dialog romance
IMDB_0019,imdb,film,pride prejudice absolutely fantastic film great cast keira knightly excellent job matthew macfadyen wonderful role darcy cinematography ridiculously good some fantastic shots costumes fantastic script fairly good true classic jane austen wickam made appearance striking resemblance orlando bloom movie moved fairly fast trying fit such novel two hours hard anyway say well done involved such beloved book can hard project take after watching really can wait until see again
IMDB_0020,imdb,film,amazed many people think books being encompassed stories story appears film relatively unaltered purists rejoice silly stories frames meaningful stuff draped after jane austen invented novel way idea appears effect idea itself images well jane two great inventions first building two parallel narratives individuals bumping each other other grander forces life society two interact times much made these turning points usually two layered top other shifting dominance other great invention devising narrative style sometimes centered people sometimes containing world using poke sly fun other converting austen film challenge indeed only want capture austen magic past projects used merchant ivory approach takes people alone context only provide lushness decoration fate become known noir challenge comes handle layers already many ways folding films mostly require structure story itself introduce notion second flowing layer without changing story why cinematically here don know director teevee obviously inexperienced these matters credit producers specifying technique glorious excess nearly every shot structured least two layers things happening both foreground background opening scene introduces wonderful sequence worthy welles
IMDB_0021,imdb,film,some trepidation went see film believing enjoy way compare book adaptation however floated cinema lavish production lots giggles thought brilliant performances keira knightley matthew mcfadyen romance believable somewhat rushed having squash lots happenings hour film think see again big screen production works however suspect die hard austen fans may object differences film book see judge yourselves
IMDB_0022,imdb,film,having attended regional charity premiere last night can safely say actors chosen succeeded bringing characters life adaptation hit perfect note every time terms humour romance warmth keira knightley plays wonderfully spirited lizzie macfayden really hits spot dour yet shy darcy whole cast throw themselves roles gusto overall film left viewer charmed delighted obviously going tough time proving itself those loved bbc adaptation seems become many adaptation novel give chance those don missing sorry keep brief don want accused giving anything away
IMDB_0023,imdb,film,adaptation jane austen classic novel keira knightley plays elizabeth bennett rebellious young woman refuses marry wealthy man mother brenda blethyn picked although save family poverty meanwhile four sisters deal own suitors including mysterious darcy admit never read novel period pieces don really interest wasn expecting much movie however pride prejudice solid film engaging romance strong characters best part film probably cinematography whole film looks fantastic engaging hook please eyes director joe wright does good job behind camera captures romance nicely moves film nice pace sometimes film moves slowly actors get rough patches entire cast say donald sutherland gives best performance seemed little simple still pretty nice keira knightley gives good performance though don agree oscar nomination character portrayed different girl giggles everything beginning film keira too giggly didn fit character though gets better film progresses rosamund pike gives good performance even character little dull jena malone gives annoying performance fits character say good job brenda blethyn gives funny performance elizabeth mother some memorable scenes donald sutherland matthew macfadyen gives strong performance great chemistry keira two them make predictable story engaging times thanks performances couple things didn like movie though few cheesy scenes kind unnecessary example end film darcy elizabeth kissing huge yellow sunset background felt little too much course some things unavoidable chick flicks screenplay pretty good though don know faithful compared book score pretty good easy tell why got nominated oscar most film top notch defiantly film both girls guys end wonderful surprise worth checking rating
IMDB_0024,imdb,film,seen movie wanna say million times darcy social ineptitude always little bit charming know outcome hard can pick subtle digs elizabethan english once movie hilarious well well worth watch haven already
IMDB_0025,imdb,film,new pride prejudice pleasant enough stunning photography locations definitely less polished adaptation bbc series action moved back yearsto jane auste started writing book rather published costumes period details usual imagery jane austen work bennet girls presented true country girls unkempt hair modest clothing house looks worn messy chickens walking courtyard everything some charm afraid serious let downs first compress rich book like pride prejudice two hours inevitably lead cuts didn allow sufficiently develop many different characters particular wickham mere passing figure
IMDB_0026,imdb,film,film favorite version classic acting top notch beautifully filmed too long must girls night
IMDB_0027,imdb,film,makes angry reading some reviews here say jane austin turning grave snobbish say least these sort people shocked someone eats banana wrong way wonderful modern part important adaptation beautiful cinematography characters charming real most importantly relatable performances convincing music scenery mesmerising dialogue strong once two hours stopped thought boring yes let your hair down enjoy movie
IMDB_0028,imdb,film,really hated modify scenes book change spirit completely too much change jane austen witty dialogue some dross especially early piece definitely improvement loud grubby group idea bennetts friends bennetts may poor may well lived shabby house class lot proposition darcy aloofness because shy confident seemed pathetic darcy certainly pathetic except scene where gave lovely smile mathew macfadyen wore same expression pretty much throughout surprising darcy such boring character kiera knightly seemed much flighty lizzy seemed like lydia benny hill version subtlety little wit almost slapstick thank god bbc
IMDB_0029,imdb,film,overall pride prejudice novel well portrayed through use film pride prejudice movie used frames unique manner making intriguing entertaining cinematography characters collins mrs bennet annoying however viewed accurate portrayal character possibly even better portrayed novel feel though novel rather poor job depicting sheer disturbance others caused collins bennet contrasted movie another thing found intriguing movie use dark color especially used outfits darcy example frequently wore vampire esc clothing helped portray mysterious character contrasted colonel fitzwilliam frequently wore light colors can get good sense importance color film overall jane austin extraordinarily overrated mediocre author
IMDB_0030,imdb,film,movie beautifully shot supporting cast does well limited time screen leads refreshingly young passionate knightley fiery expressive macfadyen says much pause look those yet see open mind enjoy read some many harsh comments written movie quite frankly don understand need bash amounts rather good interpretation book austen purists come droves nitpick every aspect hail miniseries definitive adaptation loved miniseries gathers dust dvd collection why close minded different view beloved characters does new movie take liberties absolutely only hours fill surprising however found quite refreshing see characters new light example knightley youthful matronly lizzy made sparkle
IMDB_0031,imdb,film,although rarely give excellent scores movies pride prejudice seems demand whatever flaws exist film aren even noticeable once swept magic story spell broken moment until television turned off true surprise movie anyway matthew macfadyen excellent portrayal fitzwilliam darcy huge fan jane austen book colin firth darcy although momentous own ways never quite seemed match written account macfadyen triumphs bringing vulnerability feeds shell pride awkward shyness lurks beyond disdainful haughty brow hesitation comes sharing feelings lizzie bennet exactly pictured book almost boyful youthful embarrassment paired desire strength man truly shone keira knightley superb believed career stereotyped work pirates carribbean glance film prove wrong incredible talent play many different roles bring many different moves happy carefree elizabeth shades overcome sorrow regret wonderfully brought life knightley other actresses actors movie quite excellent especially simon woods whom heard before something makes pride prejudice treat eye delightful filming whirls throughout ballrooms across entry halls conversation conversation dance dance without even noticing aren yourself raw desire makes ending satisfactory something rarely found movie
IMDB_0032,imdb,film,well mounted adaptation jane austen novel little too hollywoodised entire cast picked looks rather acting talents certainly looks nice ring authenticity why bother bbc miniseries exists much depth heartfelt
IMDB_0033,imdb,film,can stop watching taken back time period don want leave amazing relationship between darcy elizabeth bennett believe honest another conversations everything need order get heart jane austen intended absolutely nothing don need probably best dialogue world film couldn done perfectly big part cinematography incredibly beautiful far different anything seen before example see darcy mirror drops off letter looking directly through eyes elizabeth mention breathtaking landscapes hundreds examples can possibly describe them well movie can show them never read book after being captivated film don see can possibly avoid now went bought today everything movie enchanting refreshing truth judge each other start honesty confront each other keira knightly brings elegance character elizabeth along down earth manner living approaching people matthew macfadyen simply sublime doesn even need lines facial expressions get whole meaning across whenever watch every scene cannot help stare him entire time else feel like missing something important hate blinking scene donald sutherland everyone else well basically want say film absolutely hands down
IMDB_0034,imdb,film,heard controversy non canonical ending went fully prepared hate version wonderful note perfect throughout hard see casting improved jane mrs bennett perfect knightley surprisingly good suspected pull off role elizabeth bennett sutherland born play bennett interiors set decoration costumes looked perfect dances astonishing outdoor scenes everything credit digital effects presume helped landscapes look good poor darcy impossible job following firth definitive performance succeeds bringing credible interpretation role found much better version reviews suggest pleasant surprise
IMDB_0035,imdb,film,after good friend handed pride prejudice eighth grade implored read entered world bennet each year wondering movie going made capture austen characters knew well book bit skeptical first due some casting glad say wrong prejudice wish tell director himself much enjoyed interpretation outstanding story witty breath taking acting realistic cannot help drawn story matthew mcfadyen outstanding job showing complexities darcy character while keira knightley brought independent clever subtleties elizabeth bennet ensemble actors screenwriters set designers others worked film truly superior job jane austen fan favorite brought life screen
IMDB_0036,imdb,film,although seen new version twice still give advantage firth ehle version because mini series time develop characters yes keira knightley lovely modern look isn suited play character doesn convey elizabeth maturity intellectual strength macfadyen darcy doesn convey painful stiffness upperclass snobbery instead macfadyen acts like sullen tortured heathcliff romantic yes darcy new version much less true manners day such bingley visits jane sickbed darcy walks house leaves letter elizabeth elizabeth wanders outside nightgown barefoot why dress keira such unattractive costumes brown homespun elizabeth wasn adolescent tomboy look given finally
IMDB_0037,imdb,film,thoroughly enjoyed film much thought going huge fan period drama love historical films general wanted give haven read book too many want read seen version considering film own right adaptation acting brilliant nearly concerned particularly keira knightley donald sutherland film keeps good pace slow dragging stories usually concern type film let down maybe sisters sorry can remember name incredibly annoying may meant way cinematography stunning combined outfits cast make pride prejudice visual treat
IMDB_0038,imdb,film,read book seen bbc version went expecting much got completely written off first things first difficult task reduce book two hour film really shall return point later cast mrs bennett nowhere near good alison steadman version two star performances bbc version steadman accused being caricature bbc version indeed austin book commands mrs bennett second other star bbc version collins enough said new collins better surely isn man girl wish marry annoying where ends much further utterly repulsive bbc version third bingley drab too silly forth sisters silly enough annoying lydia particular fails mary better bbc version general like bennett where film does better bbc version final scene between bennett elizabeth here better scripted acted dudy dench
IMDB_0039,imdb,film,believe keira knightley best film gives spirited rendering lizzie bennett heart soul every scene charismatic performance does dim matter often watch film joe wright direction equally crucial making such delightful watch three favourite scenes two knightley work dance darcy sparks fly confrontation darcy rejects proposal marvelous third wright passage time rotates swing changing farmyard through seasons lovingly created
IMDB_0040,imdb,film,see netflix advertising pride prejudice adaptation earthy sensual bottom collection pride prejudice movies starts romantic laurence olivier greer garson version where everyone worries far civility behavior delicacy feelings anything else lives including napoleonic wars darcy elizabeth consumed passion motivated lust actually farthest production some heavy breathing remember however reviewer claiming ridiculously darcy motivated consuming lust elizabeth netflix doesn understand those respected adored novel several centuries actually read absolutely get pretty sure austen fainted thought sensual elizabeth much exposed naked ankle any male whom married related okay older mortally tired pushing envelope label some productions entirely suitable those long replace traditional standards art beauty pound naked female twerkers claiming new standard female beauty
IMDB_0041,imdb,film,saw toronto inter film festival first thought why yet another pride prejudice quickly changed mind yes version wonderful yes can develop characters lot miniseries let judge own terms version set earlier director explained thought empire dresses too ugly justified earlier date because date first draft looks bit different realistic ask bennetts live real estate pigs mud around chatsworth jane austen visited fills pemberley exception ball scenes scene town little epic period piece needed keira makes wonderful elizabeth right age vivacious silly does great job donald sutherland bennett first idea seems preposterous once again
IMDB_0042,imdb,film,pride prejudice far greatest love stories ever written far away most developed story jane austen wrote movie wonderful breathtaking script fairly faithful story line indeed faithful portrayal characters dramatized differently those jane book said portrayal beautiful well worth attention austen lovers every where give removing point only basis took liberties style jane austen portrayed book other magnificent
IMDB_0043,imdb,film,wanted say those weren already aware version pride prejudice mostly art film went see expecting them focus things like telling story using witty dialouge utmost shocked discover wasn story story backdrop case used give visual imagery art film going expecting something different hopefully help disappointed comparing version pride prejudice any other because entirely different creature actors cannot compared other actors because version going entirely different feel keira matthew even attempting imitate jennifer colin performance comparison moot version supposed able become attached characters amazed witty dialouge sounds enchanted story these rushed glossed over feeling because main thing here visual medium art film called pride prejudice other resemblance jane austen book previous adaptations non existent being said keira knightly beautiful collins painfully amusing creepy lot beautiful camera work lot awkward moments worth seeing form your own opinion prepared expect
IMDB_0044,imdb,film,pride prejudice directed joe wright honest effective attempt bring jane austen novel screen plot novel film boils down love hate relationship between elizabeth bennet keira knightley darcy matthew macfadyen thought macfayden adequate darcy although possibly somewhat coarse appearance manners darcy snob portrayed elegant snob keira knightley obviously works hard portraying elizabeth bennet fine actor much century woman trouble accepting period piece unfortunately never caught any true chemistry between two lead actors without nothing else can really work well simon woods miscast misdirected role bingley bingley may strength character darcy shouldn portrayed callow fool other actors competent job especially rosamund pike luminous jane bennet elizabeth older sister
IMDB_0045,imdb,film,beautiful pride prejudice ones seen portrayed book most accurate made believed actually read years ago made think really happened casting good believe didn like some cast like guy played collins wholeheartedly job keira knightley born role don believe read pride prejudice abridged version though seen versions movie before saw best matthew macfayden perfect darcy chemistry between him keira knightley brilliant scenes made wanted wanted feel sunlight everything them loved movie see again anything clothes wonderful directing wonderful scenery wonderful props wonderful special effects wonderful everything wonderful
IMDB_0046,imdb,film,believe pride prejudice most transported english novels film television seen adaptation each merits problems however generally agreed miniseries most perfect canonical film good like several problems quite acceptable positive notes retain here story already know well takes place final years century saw director wanted avoid fashion regency period doesn like taking advantage fact austen wrote early version book around time well can say share thoughts director joe wright comes dresses regency first french empire period aesthetically much less interesting bridal cakes pre french revolution period
IMDB_0047,imdb,film,beautiful landscape natural lighting fit tone plot lost undone unclear dense dialogue motivations character development seemingly inexplicable overly theatrical beautiful landscape natural lighting fit tone plot lost undone unclear dense dialogue motivations character development seemingly inexplicable overly theatrical beautiful landscape natural lighting fit tone plot lost undone unclear dense dialogue motivations character development seemingly inexplicable overly theatrical
IMDB_0048,imdb,film,deeply dumbed down version austen every hairstyle wrong bennett family look behave like californian hippies prone spouting occasional bits austen dialogue give key indicator badly researched produced film point lady catherine burgh great snobs english literature handed cup tea servant says thank fact bennetts live same house herberts inhabited draughtsman contract surreal touch any greenaway fan
IMDB_0049,imdb,film,went see degree scepticism fond memories series colin firth darcy need worry believe met challenge every english female watched series scene maybe even surpassed took breath away version filmed sensitivity emotional insight telling glance here look thousand words can say having said vocal sparring between lizzie darcy both intelligent witty whole picture house joined journey sighing laughing gasping same places felt completely home characters keira wonderful elizabeth mathew macfadyen tremendous darcy brenda blethyn outstanding mrs bennet donald sutherland joy watch always nobody disappoints ensemble spent most uplifting hours time long while left feeling happy content tear eye spring step
IMDB_0050,imdb,film,film both visually pleasing entertaining never seen such excellent adaptation classic film truly captivating directing perfect visually pleasing really helped convey story immensely well successful conveying emotion audience utterly captivated throughout movie because acting absolutely amazing includes kiera well actors minor characters real alive watched film twice still felt first watched film wonderful every aspect must watch film least definitely enjoy watching
IMDB_0051,imdb,film,saw film last weekend some trepidation english teacher ardent jane austen fan didn think anything come close equaling bbc mini series starred colin firth jennifer ehle opinion film surpasses like laurence olivier greer garson adaptation does strictly adhere novel captures essence austen story film never clearly class distinction between darcy elizabeth shown bennet meant poor respectable longbourn home after farm previous incarnations shown class distinction through size respected homes bennet longbourn estate still grand many indisputably small comparison darcy home pemberly lyme park bbc series chatworth house here fashions distinction rank preserved feel catch someone like darcy friend bingley serious achievement acting wonderful dame judi dench nasty lady catherine tom hollander comedic collins keira knightley again shines many may disappointed matthew macfadyen darcy simply because isn colin firth love firth coming lake too macfadyen performance sterling those seen him series spooks surprised far austen darcy predecessors previous interpretations though excellent themselves believe corrupted darcy true nature austen darcy moody shy makes him seem arrogant rude those know him some excellent scenes take some liberties book such where darcy helps friend practice important speech these reveal truth these characters really while some sub plots glossed over such fate squeezing much hours main elements story conveyed convincingly film wonderful adaptation encompasses real essence novel made pick miss austen once again page enjoy
IMDB_0052,imdb,film,sublime film livre une histoire amour magique
IMDB_0053,imdb,film,die hard pride prejudice fan both reading book watching mini series either via own copy dvd movie version keira knightly entertaining can help continuously comparing bbc mini series scenery cast characters adapted book always prefer bbc version although prefer bbc version found version added humor story therefore giving added twist keeping entertaining convinced keira elizabeth bennett rosamund pike good jane additionally tom hollander great bumbling collins wouldn rush buy dvd entertaining long movie
IMDB_0054,imdb,film,goodness movie wasn bad side note seen production favorite movie time watch least once week minutes think lot people went movie expecting like last purpose making same disappointed good grief only hours surely wouldn expect them get every last detail unless want them run tape double triple speed personally liked picture perfect take movie different looking
IMDB_0055,imdb,film,must admit went theatre almost completely biased determined dislike movie matthew macfadyen darcy because earth live colin firth gorgeously arrogant aristocratic portrayal fitzwilliam tried dislike tried find fault damn blast wretch urgh right right good good keira knightley think better choice playing lizzy because while jennifer ehle good actress fairly attractive keira shows lizzy rough edges unconventional beauty victorian era know sounds weird keira body type fits lizzy better think jennifer gorgeous flawless smooth white skin barely plump ish perfect curls does seem like lizzy bennett now keira knightley slightly almost ruddy complexion slightly messy hair
IMDB_0056,imdb,film,story well known seems superfluous over again haven read loved book greats english literature shame knowing story well leaves viewer full liberty pick many holes film like here goes keira knightley find captivating infuriating turns times dark beauty eclipses everything else screen small wonder huge star jollyhockeysticks accent gummy toothy isn fun smile drive completely insane however overall makes pretty good lizzie does material herself justice carrying film well enough matthew mcfadyen darcy problematic revised former opinion wet darcy isn fair delivery wrong really must part direction fault really engaging material lizzie clipped rushed lines almost comical racing churn them asks lizzie plumiest tone good trip burst laughing ridiculous trevor howard celia johnson brief encounter over again good looking man cinematographer director ought able find latent beauty him maximise think happens only rarely example during rainy first proposal face luminosity show really cares lizzie
IMDB_0057,imdb,film,sake starting something positive let throw biggest problems like historical placement accuracy can get stupid enough ignore boat load adaptation problems might least admit movie beautifully designed well shot watch monstrosity sound off enjoy some remarkable cinematography lavish castles livid sunrises can rescue such mess first cut off head beast terms raw materials leadership screenplay borders jabberwocky honoring only most banal austen dialog despite being consummate romance director joe wright isn able coax anything lukewarm shrug any key players speaking key players let look casting keira knightley pirates caribbean king arthur reduces smart self possessed elizabeth little teen petulance strides triumphant through movie always armed some well worn leather bound tome can safely assume stanislavski looking ways disarm people aplomb unfortunately knightley limited number tools construct facade frightening toothsome grin laugh thing turns rankin bass villain burgermeister bumble
IMDB_0058,imdb,film,favorite version favorite books love aura got both main characters matthew wonderful darcy almost felt compelled want hug him myself really seemed sad forgot acting times donald sutherland wonderful father wit came thru well actually can think any character wasn well played tom hollander deserved snaps portrayal collins cringed thought marrying him too lol jane austin fan love version seemed little modern yet british only character couldn get passed rupert friend playing nasty wickham hes cute sweet looking
IMDB_0059,imdb,film,over top first thing comes mind within first minutes film too many giggles too much exaggeration supersaturation color movement loyalty dialog subtlety makes characters storyline novel unforgettable times seemed though willy wonka wizard much motion chatter elaborate expression keira knightley ineptly cast elizabeth barrett too pretty misses engaging nuances lizzie come know love barrett overly relaxed donald sutherland seems henpecked state lethargy overbearing wife sophistication characters admired story completely lost attempts force laugh two audience complete disappointment
IMDB_0060,imdb,film,prepared film watching again bbc version perhaps mistake still film started heartened opening scenes bennett home family assembly netherfield ball terrific gradually found myself getting bored plot development faltered nil screen chemistry between knightly mcfadden lydia wickham subplot came went only sentence explain significance rest girls futures costumes settings began jar instead enjoying film kept wondering accuracy bennett really keep farm animals really hugged mary after piano incident quite such modern dad sort way knightly looks good too good couldn see lizzie several times voice tone inflection exactly mirrored ehle mcfadden convincing music excellent humming servant girl lovely touch scenery settings beautiful again didn seem quite right austen much dialogue dull couldn settle film
IMDB_0061,imdb,film,pride prejudice best movie seen long timeif best ever seen captured essence jane austen brilliant novel fact enjoyed movie book itself everything movie perfect soundtrack exquisite complements emotional plot sets delicate simple elegant acting simply superb knightley proved lovely elizabeth bennet darcy exactly envisioned him rarely author reader director visions coincide advance nature human communication movie particularly remember darcy first confession love rain timeless moment movie work art emotional masterpiece watching movie actually life changing experience
IMDB_0062,imdb,film,avid fan book adaptation film always going shorter less detail incredibly important play words however overall impression story rushed protagonists convincing some key parts story yanked most important scenes story changed underplayed therefore ruined darcy slighting elisabeth ball falling him pemberley saying beautifully shot amazing music makes your heart flutter flesh energy compared bbc version still matthew mcfadden nothing colin firth darcy fans see judge yourself fear may disappointed
