review_id,platform,type,tokenized_text
WF_0082,watchapedia,film,개봉 10 지나 믿기 오만 편견 감정 좌우 인간 그리 이성 존재 이성 설득 감정 상대방 움직이 탁월 진심 우러나오 마음 노고 고도 이성 이용 사람 마음 사로잡 2018.10.07. 관람
WF_0083,watchapedia,film,나이틀리 아름답 영화
WF_0084,watchapedia,film,로맨스 정석 왕도 명화 미려 영상미 시대극 더욱 발하 나이틀리 모든 여성 로망 불멸 연인 미스터 다아시
WF_0085,watchapedia,film,감성 처음
WF_0086,watchapedia,film,오만 사람 사랑 만들 편견 사람 사랑 만들
WF_0087,watchapedia,film,풍경 묻어나 고전 향수 매혹 정지 화면 계속 왓챠 영화 장면 느끼 감동 포인트 다르
WF_0088,watchapedia,film,굳이 모든 느끼 눈빛 손짓 사랑
WF_0089,watchapedia,film,번째 다시 엘리자베스 첫눈 반하 엔딩 크레딧 올라가 다시 너무나 설레 예쁘 사랑 이야기
WF_0090,watchapedia,film,영화 다아시 인상 거만 솔직 고백 빗속 어쩌 모르 리지 얼굴 다아시 파랗 눈동자 반짝거리 라이트 시대극 최상 비주얼 자랑 키이라 나이틀리 역시 반짝반짝
WF_0091,watchapedia,film,콜린스 찌질
WF_0092,watchapedia,film,맹목 사랑 맹목 결혼 위하 당시 여성 안타깝 느끼 솔직히 하워즈 엔드 센스 앤 센서빌리티 작은 아씨들 오만과 편견 비슷 내용 오만 편견 그다지 흥미 소재 활용 관계 이어지 오만 편견 오해 대하 설명 화해 이어지 사랑 대하 이하
WF_0093,watchapedia,film,오만 편견 점철 사람 피어나 사랑 대하
WF_0094,watchapedia,film,첫눈 반하 사랑 단단 편견 이기 사랑 편견 거두 진심 오만 내려놓 진심 보이 오만 편견 허물 진솔 사랑
WF_0095,watchapedia,film,엠마 센스 앤 센서빌리티 정적 상당히 철저 고증 원작 가깝 만들 생각 엘리자베스 나이틀리 왠지 모르 위노나 라이더 느낌 암튼 느낌 영화 전반 아름답 피아노 영화
WF_0096,watchapedia,film,제목 내용 부드럽 연주 배경 피아노 플롯 아름답 우아 흘러가
WF_0097,watchapedia,film,마음 간질거리 사랑 마찬가지 사랑 결혼 부럽 마지막 아버지 진심 눈물 흘리 괜시리
WF_0098,watchapedia,film,가족 그켬이 예쁘
WF_0099,watchapedia,film,21.09.16 1225 영화 미장센 미술품 예쁘 영화 취향 사람 엄청 좋아하
WF_0100,watchapedia,film,
WF_0101,watchapedia,film,아름답 영상 음악 각색 빛나 다시 무도회 테이크 대단 다아시 고백 사랑 스럽 훈훈
WF_0102,watchapedia,film,티비 나오 채널 멈추 장면 계속 영화 음악 그녀 대사도
WF_0103,watchapedia,film,라이트 감독 멜로 아련 필름 분위기 감상 원작 그대로 스크린 가져오 느낌
WF_0104,watchapedia,film,새벽녘 안개 고백 여태 고백 최고 다아시 눈빛 박제
WF_0105,watchapedia,film,아름답 연출 캐릭터 스토리
WF_0106,watchapedia,film,첫인상 중요 곧이곧대로 낭패 제인 오스틴 진심 걸음 느리 찰나 판단 맡기 오만 편견 도무지 속도 좁히 오래 사람 진정 사랑 사람 만나 욕구 사람 고귀 사랑 마침내 완성 나이틀리 어여쁘 모습 무뚝뚝 보이 매튜 맥퍼딘 너무나 어울리 내내 무뚝뚝 얼굴 언뜻 미소 떠오르 황홀 따스 부드럽 햇살 빛나 사람 입맞춤 놀랍 황홀 빠뜨리 아버지 귀엽 사랑 스럽 미소
WF_0107,watchapedia,film,다아시 새벽 안개 들판 걸어오 장면 극장
WF_0108,watchapedia,film,지금껏 영화 가장 좋아하 영화 색감 예쁘 배우 연기 영화 처음 영화 만들 영화
WF_0109,watchapedia,film,배경 음악 영화 아름답 다아시 생기 생각 점점 잘생기 보이 영화 섹시 보이
WF_0110,watchapedia,film,제인 오스틴 신랄 풍자 수다 스럽 예쁘 가리 영화
WF_0111,watchapedia,film,남녀 사이 서로 오만 방자 남자 편견 사로잡히 여자 오만 편견 진심 가리우
WF_0112,watchapedia,film,최고 영화 배우 섬세 감정 표현 영화 나오 풍경 배경 음악 영화 설레 따뜻하 분위기 시대 영국 풍경 너무나 표현
WF_0113,watchapedia,film,모든 관계 오만 편견 깃들 그것 나가 사랑 시작
WF_0114,watchapedia,film,지나 드러나 영화
WF_0115,watchapedia,film,편견 때로 감동 기꺼이 편견 사람
WF_0116,watchapedia,film,다아시 오만 사실 좋아하 사람 나오 자연 스럽 행동 좋아하 사람 오만 사람 편견 솔직 중요
WF_0117,watchapedia,film,오만 모르 모르 모르 오해 오해
WF_0118,watchapedia,film,취향저격
WF_0119,watchapedia,film,음악 어쩜 가슴 설레
WF_0120,watchapedia,film,나이틀리 영국 싸우 특히 멋지 감정 드러나
WF_0121,watchapedia,film,리지 외치 순간 사람 영화 내내 똑같이 행동 깨닫
WF_0122,watchapedia,film,작품 대중 마리 토끼 오만 편견
WF_0123,watchapedia,film,클래식 클래식 이유 고전 문학 즐거움 영화 즐거움 괜찮 수작
WF_0124,watchapedia,film,10 다시 명대사 관람
WF_0125,watchapedia,film,편견 사람 사랑 못하 오만 사람 사랑 만들
WF_0126,watchapedia,film,고전 정취 흠뻑 취하
WF_0127,watchapedia,film,결혼 찬성
WF_0128,watchapedia,film,절대로 영화 지루 재미없 원작 파급력 때문 영화 기분
WF_0129,watchapedia,film,고스란히 나오 기분 사랑 사랑 모습 눈부시
WF_0130,watchapedia,film,부엌데기 소설 막장 드라마 조상
WF_0131,watchapedia,film,그리 다아시 사람
WF_0132,watchapedia,film,원작 옮기 역시 현대 해석 로맨스 많이 기울
WF_0133,watchapedia,film,역시 고전
WF_0134,watchapedia,film,이따금 자꾸 아름답 환상 낭만 가슴 저릿
WF_0135,watchapedia,film,장르 좋아하 재밌
WF_0136,watchapedia,film,필요
WF_0137,watchapedia,film,신분 집안 체면 따지 분별력 고통 치유 사랑해요 열렬히 부디 결혼
WF_0138,watchapedia,film,원작 살리 상당히 아쉽 살리 괜찮 작품
WF_0139,watchapedia,film,사랑 오만 편견 변하
WF_0140,watchapedia,film,사람 편견 가지 오만 오만 편견 점철 겉모습 제치 진실 상대방 과정 깊이 더하 어떠 오만 저지르 편견 가지 고전 영화 좋아하 이유 대사 대사 전달 느끼 진실 군더더기 표현 아름답 영상미 고전 영화 좋아하 이유
WF_0141,watchapedia,film,편견 사람 사랑 못하 만들 오만 사람 사랑 만들 오만과 편견
WF_0142,watchapedia,film,라이트 키이라 나이틀리 시작
WF_0143,watchapedia,film,미모 최고 정점 연기 시절 나이틀리 아름답 수채화 감상 느낌
WF_0144,watchapedia,film,영화 보이 고등학교 선생 감사
WF_0145,watchapedia,film,워킹 타이틀 작품 로맨틱 산뜻
WF_0146,watchapedia,film,좋아하 영화 마지막 키스 장면 부분 돌리 정도 영상미 엄청나 풍경 멋있 영화 자꾸 로망 생기 큰일
WF_0147,watchapedia,film,사랑 호르몬 미치 장호일 결혼 생활 지치 첫째 제인 점점 추리 소설 빠지 시작
WF_0148,watchapedia,film,편견 가지 사람 단정
WF_0149,watchapedia,film,좋아하 영화 실망 어떡하 긴장 리지 나오 순간 사랑 빠지 영상미 성공 영화
WF_0150,watchapedia,film,설레 영화 보석 꺼내 그런 보석 인생 영화
WF_0151,watchapedia,film,여자 감정 의지 주체 자아 결론 백마 왕자
WF_0152,watchapedia,film,비하 실망 스럽 작품 풍부 묘사 다양 인물 캐릭터 담아내 다르시 미스 캐스팅 벗겨지 정돈 못하 머리 스타일
WF_0153,watchapedia,film,능력 남자 오만 자존심 강하 여자 편견 사랑 내리 행복
WF_0154,watchapedia,film,원작 조족지혈 연장선 3.0
WF_0155,watchapedia,film,브리저튼 여왕 인정 명문가 얘기 오만 편견 몰락 귀족 혼사 화려 클래식 영원
WF_0156,watchapedia,film,나이틀리 영화 라이트 문학 작품 각색 영화 출연 본인 가장 어울리 원작 각색 얘기 기본 오만 편견 문학 떠올리 생각나 이미지 구현 정석 시대 문학 반영 느낌 분위기 카메라 미술 의상 만들 표현 감동 생기 영화 멋지 만들 영화 생각 먼저 아쉬움 만족 스럽 동시 나오 피아노 음악 여운 만들 지점 생기
WF_0157,watchapedia,film,여실히 이해 인물 예측 가능 이야기 마음
WF_0158,watchapedia,film,찡그리 얼굴 좋아하
WF_0159,watchapedia,film,과하 밀당 내치 감정 너무나 가깝 당기 팽팽 순간순간 담기 표정 바보 이제
WF_0160,watchapedia,film,영상미 여배우 가득 인습 차별 시대 깔리 편견 신데렐라 분별력 츤데레 결단력 사랑 합리 포용력 올바르 조율 보이 절묘하 의욕
WF_0161,watchapedia,film,편견 사람 사랑 못하 오만 사람 사랑 만들
WF_0162,watchapedia,film,소설 먼저
WF_0163,watchapedia,film,이거 재밌 원작 소설 순수 사랑 결정체 뽑아내 듯이 사랑 희로애락 절절히 보이 영화 다아시 남자 리지 다아시 롤러코스터 사랑 경험 순수 사랑 내내 심장 얼음 송곳 찔리 얼얼 서로 오해 지레 판단 분명 끌리 불구 서로 밀치 이야기 떨리 표현
WF_0164,watchapedia,film,
WF_0165,watchapedia,film,오만 사람 사랑 못하 만들 편견 사람 사랑 못하 만들
WF_0166,watchapedia,film,
WF_0167,watchapedia,film,제인 오스틴 분명 영화
WF_0168,watchapedia,film,진실 사랑 오만 편견 아무것 대전 스크린문학전 로드쇼
WF_0169,watchapedia,film,영화 먼저
WF_0170,watchapedia,film,아무리 질리 영화매튜맥퍼딘 멋있 영국 특유 감성 배우 연기 짱짱
WF_0171,watchapedia,film,분위기 배우 목소리 몸짓 배경 사로잡히 교훈 생각나 자꾸 찾아보 그런 매력 영화 해당
WF_0172,watchapedia,film,
WF_0173,watchapedia,film,100 명작 단번에 생각 영화 처음 진국 우러나 다아시 진심 어리 눈빛 행동 심장 쿵쾅거리
WF_0174,watchapedia,film,스토리 캐릭터 배우 영상미 없이 취향저격 내내 넘치 설레 두근거리
WF_0175,watchapedia,film,색감 이리
WF_0176,watchapedia,film,오만 편견
WF_0177,watchapedia,film,다시 영화
WF_0178,watchapedia,film,교양 과목 영화 영어 이거 공부 모르 과목 드랍 학점 그래시 영화
WF_0179,watchapedia,film,다시 영화
WF_0180,watchapedia,film,나이틀리 엘리자베스 베넷 제인 오스틴 그녀 정도 완벽 그리 인물 복잡 미묘 감정 배우 눈빛 대신 원작 따라가 어렵
WF_0181,watchapedia,film,만남 인상 상대방 범하 실수 오만 편견
WF_0182,watchapedia,film,재밌
WF_0183,watchapedia,film,다아시 생각 미남
WF_0184,watchapedia,film,엘리자베스 베넷 키이라 나이틀리 디아시 매튜 맥패디언 주연 라이트 감독 작품 어장 관리 관심 종목 상대 결혼 인생 최대 관심사 계속 관리 신중 결정
WF_0185,watchapedia,film,원작 이제 특별 로맨스 소설 생각 사랑 감정 하나하나 풀어내 진실 생각 어렵 이제 흔하 방식 때문 반면 라이트 영화 다양 장치 인물 대조 강화 소외 외롭 사람 비추 미묘 감정 행동 포착 영상 마냥 획일 예쁘 조명 구도 장면 분위기 주인공 보이 과하 장면 영상 자체 라이트 테이크 환상 쇼트 몰두 인상 소설 각색 영상 대하 비교 텍스트 발견
WF_0186,watchapedia,film,오해 과정 어렵 이제 시작 끝나 버리 영화 마법 걸리 사랑 사랑 영원히 담백 고백 진심 담기 다아시 눈빛
WF_0187,watchapedia,film,관념 편견 가득 아무리 공정 생각 그것 역시 주관 견해
WF_0188,watchapedia,film,영화 왜케 빵빵 터지 모르
WF_0189,watchapedia,film,고전 로맨스 대표 이름 소설 그대로 튀어나오 나이틀리 모습
WF_0190,watchapedia,film,여주 제인 예쁘 마지막 아버지 기뻐하 표정 자꾸 생각나 최소 영화
WF_0191,watchapedia,film,1. 어우 엘리자베스 엄마 짜증 2. 눈빛 오지
WF_0192,watchapedia,film,마지막 아버지 웃음 눈물 사랑 인하 미소 띄우 마지막 끝나 다행 현실 마음 저리
WF_0193,watchapedia,film,사랑 서툴 남자 사랑 빠지 눈빛 말투 몸짓 행동
WF_0194,watchapedia,film,차이
WF_0195,watchapedia,film,사랑 위하 갖추 덕목 신분 품위 오만 서로 편견 없이 바라보
WF_0196,watchapedia,film,의도 벌써 라이트 감독 영화 시대극 영국 매력 살리 감독 오만 편견 먼저 공부 걸리 친구 새로 디자인 여성 작가 문학 냉큼 열심히 한동안 제인 오스틴 작가 무척 매료 영화 소설 느낌 굉장히 살리 개인 의견 완벽히 똑같 인물 하나하나 특징 잡아내 다아시 생기 바라 까칠 음울 잡아내 언뜻 생기 모습 결론 만족 스토리 분배 키아 나이틀리 매력 배우 그녀 영국 악센트 무척 좋아하
WF_0197,watchapedia,film,찝찝 현대 불편
WF_0198,watchapedia,film,영화 품위 가족 내리 남자 그닥
WF_0199,watchapedia,film,오만 편견 오만 남자 편견 가지 여자 제목
WF_0200,watchapedia,film,스토리 그거 접하 느끼 영화 배우 연기 배경 편안 다아시 인물 매료 영화
WF_0201,watchapedia,film,연애세포 팍팍 깨우 탁월 심리 묘사 고전
WF_0202,watchapedia,film,눈빛 손끝 대사 빚어내 명작 영화
WF_0203,watchapedia,film,제인 오스틴 바라 가지 행복
WF_0204,watchapedia,film,편견 사라지 진정 보이 제목 충실 영화
WF_0205,watchapedia,film,오만 사랑 못하 편견 사랑 못하
WF_0206,watchapedia,film,클래스 영원 여자 사랑 환상 불멸 때문
WF_0207,watchapedia,film,영화 영화 처음 따뜻 색감 다아시 엘리자베스 바라보 눈빛 피아노 선율 영화 모든 상상 훌륭
WF_0208,watchapedia,film,흔하 러브신 없이 잔잔 이어지 애틋 감정
WF_0209,watchapedia,film,마주 다아시 오만 엘리자베스 편견 서로 자꾸 쳐다보 더없이 산뜻 기분
WF_0210,watchapedia,film,사랑 결정 장면 이제야 알아보 마음 변하 마디 영원히
WF_0211,watchapedia,film,오만 편견 사람 상처 입히 또는 스스로 상처 섬세 감정 얼굴 손짓 발걸음 담기 아름답 영화 라이트 시절
WF_0212,watchapedia,film,23-001 원작 감성 영화 매체 아름답 담아내 굉장히 좋아하 작품 영화 원작 감동 오롯이 힘들 편견 재밌 즐겁 작품 넷플릭스 230113 1. 영화 오만과 편견 가장 인상 요소 영상미 작중 등장 아름답 배경 영국 가장 아름답 장소 모으 촬영 생각 정도 작품 구성 색감 이러 아름답 더욱 배가 이러 가장 드러나 장면 엘리자베스 키이라 나이틀리 캐서린 영부인 주디 덴치 피아노 장면 장면 피아노 엘리자베스 주황색 계통 난색 비추 바라보 다아시 매튜 맥퍼딘 청색 계통 비추 서로 대하 마음 아직 확신 이러 색감 통하 전달 색감 통하 분위기 생각 전하 이러 방식 작품 자체 영상미 어울리 굉장히 인상 다가오 작품 연출 인상 작품 등장 테이크 인상 연출 대표 예시 파티장 전체 모습 참여 등장인물 모습 천천히 보이 모습 전체 분위기 인물 감정 효과 전달 사이먼 우드 제인 로저먼드 파이크 마음 고백 이후 전체 놓이 창문 통하 인물 모습 보이 장면 베넷 찾아오 행복 등장인물 통하 따뜻하 그리 이러 테이크 장면 대표 작품 연출 작품 특유 분위기 더욱 효과 전달 작품 원작 기반 작품 서사 원작 덕분 괜찮 느끼 원작 등장 인물 매력 느끼 이하 생략 리뷰 전문 https://s06d12.tistory.com/entry/ 영화 오만과 편견 리뷰 마음 그리 원작 분위기 이미지 오롯이 그리
WF_0213,watchapedia,film,이토록 오만 진솔 사랑 고백 편견 부서지
WF_0214,watchapedia,film,고전 영화 옮기 정도 노력 20 아직 묘하
WF_0215,watchapedia,film,괜스레 기분 따스 햇살 바람
WF_0216,watchapedia,film,보통 아무리 뛰어나 주제 통찰 제목 제목 발칙하 상상 오만 편견 도무지 제목 떠오르 오해 서로 진심 마주하 소임 사랑
WF_0217,watchapedia,film,러닝 타임 오만 편견 과정 해소 담아내 역부족
WF_0218,watchapedia,film,지금 로맨틱 드라마 많이 원작 영향 느끼 원작 웬지 나이틀리 리즈 캐릭터 그대로 튀어나오 자체 느낌 영화 시리즈 콜린 퍼스 찾아보 콜린 파스 확실히 생기 스타일 얼굴 표정 목소리 눈빛 영화 버전 배우 느낌
WF_0219,watchapedia,film,영상미 음악 힐링 건지 충분
WF_0220,watchapedia,film,로맨스 영상미 영화 사이 느낌 2020.03.14 18
WF_0221,watchapedia,film,명화 스럽 트와일라 왓챠플레이 영화 자르 정도 스토리 전개 끊기 사랑 모르 아씨 더욱 별점
WF_0222,watchapedia,film,
WF_0223,watchapedia,film,머리 모든 최고 영화
WF_0224,watchapedia,film,스킨십 없이 거리 대사 없이 달달하 예쁘 사랑 행복 인생 간질거리 기분 마지막 수치 오르 연애 다시 등장 현실 소리 지르 제인오스틴 자까님 소설 로맨스 최애 스토리 재정 가난 모습 정신 가난 슬프 교양
WF_0225,watchapedia,film,포스터 완벽 영화
WF_0226,watchapedia,film,원작 키스 없이 아름답
WF_0227,watchapedia,film,명작
WF_0228,watchapedia,film,다아시 남자 얼굴 일화
WF_0229,watchapedia,film,오만 사람 사랑 만들 편견 사람 사랑 못하 만들
WF_0230,watchapedia,film,편견 사람 사랑 못하 오만 사람 사랑 만들 오만 편견
WF_0231,watchapedia,film,사람 사람 거기 에고 본질 만나 이야기 소통 나이틀리 매력 보너스
WF_0232,watchapedia,film,관람 과정 충실 작가 본인 희망 사항 담기 작품
